,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Combined samples facet5,,,,,,,,,,5.0,12.0,12.0,14.0,14.0,14.0,21.0,3.0,5.0,6.0,13.0,13.0,15.0,15.0,10.0,19.0,3.0,5.0,6.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,11.0,11.0,6.0,6.0,6.0,3.0,3.0,5.0
Combined samples facet6,,,,,,,,,,3.0,8.0,8.0,9.0,9.0,9.0,13.0,2.0,3.0,3.0,8.0,8.0,9.0,9.0,6.0,12.0,2.0,3.0,3.0,6.0,6.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,3.0
Combined samples facet7,,,,,,,,,,2.0,6.0,6.0,6.0,6.0,6.0,10.0,1.0,2.0,2.0,6.0,6.0,7.0,7.0,4.0,9.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0
Combined samples facet8,,,,,,,,,,2.0,5.0,5.0,5.0,5.0,5.0,8.0,1.0,2.0,2.0,5.0,5.0,6.0,6.0,4.0,7.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0
Combined samples facet9,,,,,,,,,,1.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet10,,,,,,,,,,1.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined samples facet11,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
"Channels predict, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,686.9884579530388,4576.81127226378,2927.246459022404,1369.9587468457216,634.2616500381702,634.2616500381702,548.1694318247697,548.1694318247697,822.0992112836918,428.2000594797754,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,895.1908366040094,895.1908366040094,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels predict, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1117.2953217949262,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,1030.2081558361895,6864.942273636082,4390.595064095621,2054.7831546141115,951.2375319971059,951.2375319971059,822.0992112836918,822.0992112836918,1232.9938642529864,642.1451664026462,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1342.6023701914512,1342.6023701914512,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels predict, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,2233.6181120846836,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,1373.4278293411337,9153.073271346264,5853.943663441757,2739.607558487833,1268.2134055444637,1268.2134055444637,1096.0289810115794,1096.0289810115794,1643.8885107326514,856.0902608701241,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,1790.0138953853188,1790.0138953853188,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels predict, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,4466.26348098825,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,2059.86715195982,13729.335263104213,8780.640856407961,4109.256362339347,1902.165144226012,1902.165144226012,1643.8885107326514,1643.8885107326514,2465.6777971987854,1283.980437343676,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,2684.8369373752475,2684.8369373752475,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels predict, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,3432.745767915875,22881.859242246133,14634.035235477146,6848.5539653768465,3170.0686114902282,3170.0686114902282,2739.607558487833,2739.607558487833,4109.256362339347,2139.760775332095,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,4474.4830112811205,4474.4830112811205,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels predict, no-smear5",,,,,,,,,,17578.532439633425,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,4805.624372714222,32034.383219760202,20487.429611910986,9587.851566631676,4437.972074905572,4437.972074905572,3835.3266017939427,3835.3266017939427,5752.834924515444,2995.541107621175,17472.491665383553,11174.448414962055,6747.637852514593,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,6264.129081348491,6264.129081348491,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels predict, no-smear6",,,,,,,,,,27623.094235464625,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,7551.381573183239,50339.43117338024,32194.218362539585,15066.446767662303,6973.778998592241,6973.778998592241,6026.764684762012,6026.764684762012,9039.99204641778,4707.101767537112,27456.595492975874,17559.670386028447,10603.30690224929,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,9843.421218344438,9843.421218344438,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels predict, no-smear7",,,,,,,,,,37667.65603029708,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,10297.138769598103,68644.47912648872,43901.00711260044,20545.041968064605,9509.585920875255,9509.585920875255,8218.202766101153,8218.202766101153,12327.14916724701,6418.662425368087,37440.69931984898,23944.89235654539,14458.975951528024,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,13422.713353947864,13422.713353947864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels predict, no-smear8",,,,,,,,,,45201.07737624433,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,12356.456665854836,82373.26509018058,52681.09867435777,24653.988368231738,11411.441112215982,11411.441112215982,9861.781326708258,9861.781326708258,14792.517007608449,7702.332918235278,44928.77719007878,28733.8088344391,17350.727738383684,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,16107.182455237864,16107.182455237864,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels predict, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,15102.21386022389,100678.31304361316,64387.887423621025,30132.583568244918,13947.248033770105,13947.248033770105,12053.219407200913,12053.219407200913,18079.674127881513,9413.893574995998,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,19686.47459016477,19686.47459016477,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels predict, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,17847.97105410027,118983.36099533516,76094.67617268747,35611.17876840851,16483.05495522998,16483.05495522998,14244.657487563067,14244.657487563067,21366.831248029586,11125.454231546406,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,23265.766724891524,23265.766724891524,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels predict, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,20593.728247660394,137288.40894903094,87801.4649224931,41089.773967896894,19018.861876534043,19018.861876534043,16436.095567779656,16436.095567779656,24653.988368231738,12837.014887981906,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,26845.05885953878,26845.05885953878,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
"Channels backward, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,686.9884579530388,4576.81127226378,2927.246459022404,1369.9587468457216,634.2616500381702,634.2616500381702,548.1694318247697,548.1694318247697,822.0992112836918,428.2000594797754,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,895.1908366040094,895.1908366040094,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels backward, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1117.2953217949262,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,1030.2081558361895,6864.942273636082,4390.595064095621,2054.7831546141115,951.2375319971059,951.2375319971059,822.0992112836918,822.0992112836918,1232.9938642529864,642.1451664026462,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1342.6023701914512,1342.6023701914512,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels backward, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,2233.6181120846836,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,1373.4278293411337,9153.073271346264,5853.943663441757,2739.607558487833,1268.2134055444637,1268.2134055444637,1096.0289810115794,1096.0289810115794,1643.8885107326514,856.0902608701241,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,1790.0138953853188,1790.0138953853188,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels backward, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,4466.26348098825,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,2059.86715195982,13729.335263104213,8780.640856407961,4109.256362339347,1902.165144226012,1902.165144226012,1643.8885107326514,1643.8885107326514,2465.6777971987854,1283.980437343676,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,2684.8369373752475,2684.8369373752475,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels backward, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,3432.745767915875,22881.859242246133,14634.035235477146,6848.5539653768465,3170.0686114902282,3170.0686114902282,2739.607558487833,2739.607558487833,4109.256362339347,2139.760775332095,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,4474.4830112811205,4474.4830112811205,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels backward, no-smear5",,,,,,,,,,17578.532439633425,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,4805.624372714222,32034.383219760202,20487.429611910986,9587.851566631676,4437.972074905572,4437.972074905572,3835.3266017939427,3835.3266017939427,5752.834924515444,2995.541107621175,17472.491665383553,11174.448414962055,6747.637852514593,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,6264.129081348491,6264.129081348491,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels backward, no-smear6",,,,,,,,,,27623.094235464625,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,7551.381573183239,50339.43117338024,32194.218362539585,15066.446767662303,6973.778998592241,6973.778998592241,6026.764684762012,6026.764684762012,9039.99204641778,4707.101767537112,27456.595492975874,17559.670386028447,10603.30690224929,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,9843.421218344438,9843.421218344438,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels backward, no-smear7",,,,,,,,,,37667.65603029708,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,10297.138769598103,68644.47912648872,43901.00711260044,20545.041968064605,9509.585920875255,9509.585920875255,8218.202766101153,8218.202766101153,12327.14916724701,6418.662425368087,37440.69931984898,23944.89235654539,14458.975951528024,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,13422.713353947864,13422.713353947864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels backward, no-smear8",,,,,,,,,,45201.07737624433,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,12356.456665854836,82373.26509018058,52681.09867435777,24653.988368231738,11411.441112215982,11411.441112215982,9861.781326708258,9861.781326708258,14792.517007608449,7702.332918235278,44928.77719007878,28733.8088344391,17350.727738383684,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,16107.182455237864,16107.182455237864,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels backward, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,15102.21386022389,100678.31304361316,64387.887423621025,30132.583568244918,13947.248033770105,13947.248033770105,12053.219407200913,12053.219407200913,18079.674127881513,9413.893574995998,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,19686.47459016477,19686.47459016477,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels backward, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,17847.97105410027,118983.36099533516,76094.67617268747,35611.17876840851,16483.05495522998,16483.05495522998,14244.657487563067,14244.657487563067,21366.831248029586,11125.454231546406,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,23265.766724891524,23265.766724891524,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels backward, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,20593.728247660394,137288.40894903094,87801.4649224931,41089.773967896894,19018.861876534043,19018.861876534043,16436.095567779656,16436.095567779656,24653.988368231738,12837.014887981906,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,26845.05885953878,26845.05885953878,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
Frequencies predict ifft,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40,0,200,200,200,200,40,200,200,40
Frequencies predict kernels0,1542.0248846599302,293.82843115567454,293.82843115567454,293.53493646024,293.3526551160154,293.2100774801523,582.1367436454107,2996.239803783305,568.3766995122635,1653.6895352808203,250.41804788614266,250.41804771024772,248.92863006025703,249.3178123682117,248.89031338233596,456.745772064951,3013.2055638820098,320.9447391063214,477.6494769664614,140.97056505350477,140.97056505383784,140.34135477265866,140.522264975903,140.59831237059234,256.8217171269446,870.2058997004478,181.06580428946253,142.05961516019846,98.51046068678929,98.51046074050642,98.34718544126653,98.51756697642557,98.3304317239328,191.27087930884733,258.7088267152041,126.76079324381075,51.85481874048063,45.35146175027443,45.3514616932644,45.27927221859482,45.35453577012046,45.2718548150661,85.84631837976838,94.41728663017996,58.37042676227166,233.51921025218118,166.5515131880936,166.55151322671875,166.50155307402989,166.71105812115,166.48245110584824,323.3617379924136,425.2593842891853,214.8627280819143
Frequencies predict kernels1,2589.0440271258344,295.5976604461285,295.5976604461285,294.7702972723716,294.2557871153991,293.853005002085,606.725150001468,5031.279103104012,568.9292759033625,2244.38063605269,252.52305553638547,252.52305521545958,249.7994866355258,250.51233604343327,249.7292586620575,461.2727110404859,4089.6715105142057,321.1775679609643,637.1551995094678,141.87843914957637,141.87843915018652,140.72641824811865,141.05804167618115,141.19734837063595,258.6200452997404,1160.8865431233971,181.0986895150543,170.65343496759726,98.99091770276331,98.9909178010835,98.6918656062136,99.00392501618482,98.66115886952555,201.53727161488106,310.81772073171675,126.76322321000433,56.92631317749319,45.563901392677536,45.56390128830376,45.43166046934731,45.56952906039274,45.418063967728706,88.87154211094587,103.65948929180907,58.37075511939606,278.0293070628458,167.01110042881896,167.01110049964961,166.91946734777895,167.30359121436342,166.88442669994993,340.12799357660157,506.37382987994,214.8663821777743
