,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Image side length [pixels],19931.09898168596,19931.09898168596,118848.97661578593,118848.97661578593,113807.93784534889,113807.93784534889,53774.789240901235,19916.588607741196,19916.588607741196,19916.588607741196,35849.85949393415,19916.588607741196,19916.588607741196,19916.588607741196,35849.85949393415,19916.588607741196,19916.588607741196,19916.588607741196,78188.72714799814,28958.78783259191,28958.78783259191,28958.78783259191,33864.63511344218,18813.686174134542,18813.686174134542,16208.714242331302,19506.02982534269,10836.683236301496,10836.683236301496,9094.389641772457,292590.4473801404,108366.83236301497,108366.83236301497,36867.1450459874,36867.1450459874,36867.1450459874,15846.530215438122,15846.530215438122,211939.5942555478,117744.2190308599,117744.2190308599,317909.3913833217,117744.2190308599,117744.2190308599,134228.40969518028,74571.3387195446,74571.3387195446,203767.52030570322,113204.17794761292,113204.17794761292,305651.28045855486,113204.17794761292,113204.17794761292
Facet size [GB],2.2881525501183164,6.355979305884211,13.017673029998253,226.0012678819141,33.15775159452364,207.2359474657728,2.6650164860037244,2.2848220901952367,6.346728028320103,6.346728028320103,1.8507058930581417,2.2848220901952367,6.346728028320103,6.346728028320103,1.8507058930581417,2.2848220901952367,6.346728028320103,6.346728028320103,5.634180452067015,13.417782283729169,13.417782283729169,13.417782283729169,1.056903332075441,5.66327659934114,5.66327659934114,4.203558678232858,0.5478986873479087,1.8789392570230061,1.8789392570230061,1.323326767302051,78.89741097809885,187.89392570230066,187.89392570230066,21.746982141469974,21.746982141469974,21.746982141469974,4.0178003179006945,4.0178003179006945,21.120811076903504,35.491074854879,19.96372960586944,47.521824923032895,35.491074854879,19.96372960586944,25.94486299578792,88.97415293480083,14.235864469568131,106.29427796873006,205.04297447671698,205.04297447671698,86.09836515467137,205.04297447671698,205.04297447671698
Image size [GB],6.355979305884209,6.355979305884209,226.0012678819141,226.0012678819141,207.23594746577274,207.23594746577274,46.26764732645355,6.346728028320102,6.346728028320102,6.346728028320102,20.563398811757125,6.346728028320102,6.346728028320102,6.346728028320102,20.563398811757125,6.346728028320102,6.346728028320102,6.346728028320102,97.81563284838563,13.41778228372917,13.41778228372917,13.41778228372917,18.349016181865295,5.66327659934114,5.66327659934114,4.203558678232858,6.087763192754538,1.878939257023006,1.878939257023006,1.3233267673020506,1369.7467183697715,187.8939257023006,187.8939257023006,21.746982141469974,21.746982141469974,21.746982141469974,4.0178003179006945,4.0178003179006945,718.6942658112997,221.81921784299374,221.81921784299374,1617.0620980754245,221.81921784299374,221.81921784299374,288.2762555087547,88.97415293480083,88.97415293480083,664.3392373045627,205.04297447671698,205.04297447671698,1494.7632839352666,205.04297447671698,205.04297447671698
Grid side dimension [lambda],72668.06529245574,72668.06529245574,1004497.2720443411,1004497.2720443411,19531608.97857137,19531608.97857137,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,66415.18475629989,420724.43380282907,420724.43380282907,420724.43380282907,420724.43380282907,414373.32873126614,414373.32873126614,414373.32873126614,388891.1071832905,259102.63975415684,259102.63975415684,259102.63975415684,237662.94450274046,19930972.2887813,19930972.2887813,19930972.2887813,738298.7064339835,738298.7064339835,738298.7064339835,133932.96960591213,133932.96960591213,2398151.881212466,2398151.881212466,2398151.881212466,2398151.881212466,2398151.881212466,2398151.881212466,1518829.524767895,1518829.524767895,1518829.524767895,15976115.014530089,15976115.014530089,15976115.014530089,15976115.014530089,15976115.014530089,15976115.014530089
Baselines dimension [lambda],43600.83917547344,43600.83917547344,602698.3632266046,602698.3632266046,11718965.38714282,11718965.38714282,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,39849.11085377993,252434.6602816974,252434.6602816974,252434.6602816974,252434.6602816974,248623.9972387597,248623.9972387597,248623.9972387597,233334.66430997435,155461.5838524941,155461.5838524941,155461.5838524941,142597.7667016443,11958583.37326878,11958583.37326878,11958583.37326878,442979.2238603901,442979.2238603901,442979.2238603901,80359.78176354729,80359.78176354729,1438891.1287274796,1438891.1287274796,1438891.1287274796,1438891.1287274796,1438891.1287274796,1438891.1287274796,911297.7148607371,911297.7148607371,911297.7148607371,9585669.008718053,9585669.008718053,9585669.008718053,9585669.008718053,9585669.008718053,9585669.008718053
Epsilon (approx),0.6666666666666672,0.342997170285018,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.24373333911071637,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375
Qbw,2.2049999999999983,4.285749642711291,3.309501028678418,6.031181476294671,3.309501028678418,6.031181476294671,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418
Max subband ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Number subbands,7.0,7.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Station/antenna diameter,35,35,13.5,13.5,13.5,13.5,35,35,35,35,35,35,35,35,35,35,35,35,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
-- Time Coalescing --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionospheric timescale [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Coalesce time full0 [s],27.900000000000002,14.4,5.74,3.22,5.880000000000001,3.22,9.9,27.900000000000002,27.900000000000002,14.4,15.3,27.900000000000002,27.900000000000002,14.4,15.3,27.900000000000002,27.900000000000002,14.4,2.27810717212777,5.980031326835396,5.980031326835396,3.2814333154255713,3.128206668639215,5.809526670329971,5.809526670329971,3.4345001413553704,3.04067863021337,6.08135726042674,6.08135726042674,3.642688648104104,2.24,6.0200000000000005,6.0200000000000005,6.0948547159676885,6.0948547159676885,6.0948547159676885,5.444051941858186,5.444051941858186,3.22,5.880000000000001,5.880000000000001,2.1,5.880000000000001,5.880000000000001,3.22,5.880000000000001,5.880000000000001,3.22,6.0200000000000005,6.0200000000000005,2.1,6.0200000000000005,6.0200000000000005
Coalesce time full1 [s],13.5,7.2,3.7800000000000002,2.1,3.9200000000000004,2.1,4.5,13.5,13.5,7.2,7.2,13.5,13.5,7.2,7.2,13.5,13.5,7.2,1.4238169825798563,3.9866875512235977,3.9866875512235977,2.187622210283714,1.7875466677938372,4.021980002536134,4.021980002536134,2.3777308670921795,2.2805089726600274,3.800848287766713,3.800848287766713,2.276680405065065,1.4000000000000001,4.0600000000000005,4.0600000000000005,4.063236477311793,4.063236477311793,4.063236477311793,3.8108363593007297,3.8108363593007297,2.1,3.9200000000000004,3.9200000000000004,1.4000000000000001,3.9200000000000004,3.9200000000000004,2.1,3.9200000000000004,3.9200000000000004,2.1,3.9200000000000004,3.9200000000000004,1.4000000000000001,3.9200000000000004,3.9200000000000004
Coalesce time full2 [s],6.3,3.6,2.8000000000000003,1.54,2.9400000000000004,1.54,1.8,6.3,6.3,3.6,3.6,6.3,6.3,3.6,3.6,6.3,6.3,3.6,1.139053586063885,2.8476339651597127,2.8476339651597127,1.562587293059796,1.340660000845378,2.681320001690756,2.681320001690756,1.5851539113947863,1.520339315106685,3.04067863021337,3.04067863021337,1.821344324052052,1.12,2.9400000000000004,2.9400000000000004,2.9345596780585166,2.9345596780585166,2.9345596780585166,2.722025970929093,2.722025970929093,1.54,2.9400000000000004,2.9400000000000004,0.9800000000000001,2.9400000000000004,2.9400000000000004,1.54,2.9400000000000004,2.9400000000000004,1.54,2.9400000000000004,2.9400000000000004,0.9800000000000001,2.9400000000000004,2.9400000000000004
Coalesce time full3 [s],2.7,1.8,1.8200000000000003,0.9800000000000001,1.9600000000000002,0.9800000000000001,0.9,2.7,2.7,1.8,1.8,2.7,2.7,1.8,1.8,2.7,2.7,1.8,0.5695267930319425,1.9933437756117989,1.9933437756117989,1.093811105141857,0.8937733338969186,1.7875466677938372,1.7875466677938372,1.056769274263191,0.7601696575533425,1.520339315106685,1.520339315106685,0.910672162026026,0.7000000000000001,1.9600000000000002,1.9600000000000002,2.0316182386558963,2.0316182386558963,2.0316182386558963,1.6332155825574557,1.6332155825574557,0.9800000000000001,1.9600000000000002,1.9600000000000002,0.7000000000000001,1.9600000000000002,1.9600000000000002,0.9800000000000001,1.9600000000000002,1.9600000000000002,0.9800000000000001,1.9600000000000002,1.9600000000000002,0.7000000000000001,1.9600000000000002,1.9600000000000002
Coalesce time full4 [s],0.9,0.9,1.12,0.56,1.12,0.56,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.28476339651597127,1.139053586063885,1.139053586063885,0.6250349172239184,0.4468866669484593,0.8937733338969186,0.8937733338969186,0.5283846371315954,,,,,0.42000000000000004,1.12,1.12,1.1286767992532756,1.1286767992532756,1.1286767992532756,1.0888103883716371,1.0888103883716371,0.56,1.12,1.12,0.42000000000000004,1.12,1.12,0.56,1.12,1.12,0.56,1.12,1.12,0.42000000000000004,1.12,1.12
Coalesce time full5 [s],,,0.7000000000000001,0.42000000000000004,0.8400000000000001,0.42000000000000004,,,,,,,,,,,,,0.28476339651597127,0.8542901895479138,0.8542901895479138,0.46877618791793874,,,,,,,,,0.28,0.8400000000000001,0.8400000000000001,0.6772060795519654,0.6772060795519654,0.6772060795519654,,,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.28,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.28,0.8400000000000001,0.8400000000000001
Coalesce time full6 [s],,,0.42000000000000004,0.28,0.42000000000000004,0.28,,,,,,,,,,,,,0.28476339651597127,0.5695267930319425,0.5695267930319425,0.3125174586119592,,,,,,,,,0.14,0.42000000000000004,0.42000000000000004,0.45147071970131025,0.45147071970131025,0.45147071970131025,,,0.28,0.42000000000000004,0.42000000000000004,0.14,0.42000000000000004,0.42000000000000004,0.28,0.42000000000000004,0.42000000000000004,0.28,0.42000000000000004,0.42000000000000004,0.14,0.42000000000000004,0.42000000000000004
Coalesce time full7 [s],,,0.28,0.14,0.28,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.28,0.28,,,,,,0.14,0.28,0.28,0.14,0.28,0.28,0.14,0.28,0.28,0.14,0.28,0.28,0.14,0.28,0.28
Coalesce time full8 [s],,,0.28,0.14,0.28,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.28,0.28,,,,,,0.14,0.28,0.28,0.14,0.28,0.28,0.14,0.28,0.28,0.14,0.28,0.28,0.14,0.28,0.28
Coalesce time full9 [s],,,0.14,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.14,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time full10 [s],,,0.14,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.14,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,,,,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time full11 [s],,,0.14,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.14,,,,,,0.14,0.14,0.14,0.14,0.14,0.14,,,,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time pred0 [s],10.0,10.0,10.0,3.22,10.0,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.397192085027052,5.980031326835396,5.980031326835396,3.2814333154255713,10.0,5.809526670329971,5.809526670329971,3.4345001413553704,10.0,6.08135726042674,6.08135726042674,3.642688648104104,9.38,6.0200000000000005,6.0200000000000005,6.0948547159676885,6.0948547159676885,6.0948547159676885,5.444051941858186,5.444051941858186,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.880000000000001,10.0,8.260000000000002,6.0200000000000005,6.0200000000000005,9.24,6.0200000000000005,6.0200000000000005
Coalesce time pred1 [s],10.0,7.2,10.0,2.1,9.940000000000001,2.1,10.0,10.0,10.0,7.2,10.0,10.0,10.0,7.2,10.0,10.0,10.0,7.2,6.264794723351368,3.9866875512235977,3.9866875512235977,2.187622210283714,8.937733338969187,3.5750933355876744,3.5750933355876744,2.3777308670921795,7.601696575533426,3.800848287766713,3.800848287766713,2.276680405065065,6.300000000000001,4.0600000000000005,4.0600000000000005,4.063236477311793,4.063236477311793,4.063236477311793,3.8108363593007297,3.8108363593007297,10.0,9.8,10.0,8.4,9.8,10.0,7.280000000000001,3.9200000000000004,9.8,5.460000000000001,3.9200000000000004,3.9200000000000004,6.16,3.9200000000000004,3.9200000000000004
Coalesce time pred2 [s],10.0,3.6,10.0,1.54,7.420000000000001,1.54,10.0,10.0,6.3,3.6,10.0,10.0,6.3,3.6,10.0,10.0,6.3,3.6,4.55621434425554,2.8476339651597127,2.8476339651597127,1.562587293059796,6.7033000042268895,2.681320001690756,2.681320001690756,1.5851539113947863,5.3211876028733975,3.04067863021337,3.04067863021337,1.821344324052052,4.62,2.9400000000000004,2.9400000000000004,2.9345596780585166,2.9345596780585166,2.9345596780585166,2.722025970929093,2.722025970929093,9.520000000000001,7.280000000000001,9.8,6.300000000000001,7.280000000000001,9.8,5.460000000000001,2.9400000000000004,7.280000000000001,4.0600000000000005,2.9400000000000004,2.9400000000000004,4.62,2.9400000000000004,2.9400000000000004
Coalesce time pred3 [s],5.4,1.8,8.120000000000001,0.9800000000000001,4.9,0.9800000000000001,5.4,5.4,2.7,1.8,6.3,5.4,2.7,1.8,6.3,5.4,2.7,1.8,3.132397361675684,1.9933437756117989,1.9933437756117989,1.093811105141857,4.468866669484593,1.7875466677938372,1.7875466677938372,1.056769274263191,3.800848287766713,1.520339315106685,1.520339315106685,0.910672162026026,3.08,1.9600000000000002,1.9600000000000002,2.0316182386558963,2.0316182386558963,2.0316182386558963,1.6332155825574557,1.6332155825574557,6.300000000000001,4.9,6.44,4.2,4.9,6.44,3.6400000000000006,1.9600000000000002,4.9,2.66,1.9600000000000002,1.9600000000000002,3.08,1.9600000000000002,1.9600000000000002
Coalesce time pred4 [s],2.7,0.9,4.760000000000001,0.56,2.9400000000000004,0.56,2.7,2.7,0.9,0.9,2.7,2.7,0.9,0.9,2.7,2.7,0.9,0.9,1.7085803790958276,1.139053586063885,1.139053586063885,0.6250349172239184,2.681320001690756,0.8937733338969186,0.8937733338969186,0.5283846371315954,,,,,1.8200000000000003,1.12,1.12,1.1286767992532756,1.1286767992532756,1.1286767992532756,1.0888103883716371,1.0888103883716371,3.7800000000000002,2.9400000000000004,3.9200000000000004,2.5200000000000005,2.9400000000000004,3.9200000000000004,2.1,1.12,2.9400000000000004,1.54,1.12,1.12,1.8200000000000003,1.12,1.12
Coalesce time pred5 [s],,,3.3600000000000003,0.42000000000000004,2.1,0.42000000000000004,,,,,,,,,,,,,1.139053586063885,0.8542901895479138,0.8542901895479138,0.46877618791793874,,,,,,,,,1.2600000000000002,0.8400000000000001,0.8400000000000001,0.6772060795519654,0.6772060795519654,0.6772060795519654,,,2.66,2.1,2.8000000000000003,1.8200000000000003,2.1,2.8000000000000003,1.54,0.8400000000000001,2.1,1.12,0.8400000000000001,0.8400000000000001,1.2600000000000002,0.8400000000000001,0.8400000000000001
Coalesce time pred6 [s],,,2.1,0.28,1.2600000000000002,0.28,,,,,,,,,,,,,1.139053586063885,0.5695267930319425,0.5695267930319425,0.3125174586119592,,,,,,,,,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.45147071970131025,0.45147071970131025,0.45147071970131025,,,1.6800000000000002,1.2600000000000002,1.6800000000000002,1.12,1.2600000000000002,1.6800000000000002,0.9800000000000001,0.42000000000000004,1.2600000000000002,0.7000000000000001,0.42000000000000004,0.42000000000000004,0.8400000000000001,0.42000000000000004,0.42000000000000004
Coalesce time pred7 [s],,,1.54,0.14,0.9800000000000001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.28,0.28,,,,,,1.2600000000000002,0.9800000000000001,1.2600000000000002,0.8400000000000001,0.9800000000000001,1.2600000000000002,0.7000000000000001,0.28,0.9800000000000001,0.42000000000000004,0.28,0.28,0.56,0.28,0.28
Coalesce time pred8 [s],,,1.2600000000000002,0.14,0.7000000000000001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.42000000000000004,0.28,0.28,,,,,,0.9800000000000001,0.7000000000000001,0.9800000000000001,0.7000000000000001,0.7000000000000001,0.9800000000000001,0.56,0.28,0.7000000000000001,0.42000000000000004,0.28,0.28,0.42000000000000004,0.28,0.28
Coalesce time pred9 [s],,,0.9800000000000001,0.14,0.56,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.42000000000000004,0.14,0.14,,,,,,0.8400000000000001,0.56,0.8400000000000001,0.56,0.56,0.8400000000000001,0.56,0.28,0.7000000000000001,0.28,0.14,0.14,0.42000000000000004,0.14,0.14
Coalesce time pred10 [s],,,0.8400000000000001,0.14,0.56,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.14,0.14,,,,,,0.7000000000000001,0.56,0.7000000000000001,0.42000000000000004,0.56,0.7000000000000001,,,,0.28,0.14,0.14,0.28,0.14,0.14
Coalesce time pred11 [s],,,0.7000000000000001,0.14,0.42000000000000004,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.14,0.14,,,,,,0.56,0.42000000000000004,0.56,0.42000000000000004,0.42000000000000004,0.56,,,,0.14,0.14,0.14,0.28,0.14,0.14
Coalesce time bw0 [s],10.0,10.0,10.0,3.22,10.0,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.397192085027052,5.980031326835396,5.980031326835396,3.2814333154255713,10.0,5.809526670329971,5.809526670329971,3.4345001413553704,10.0,6.08135726042674,6.08135726042674,3.642688648104104,9.38,6.0200000000000005,6.0200000000000005,6.0948547159676885,6.0948547159676885,6.0948547159676885,5.444051941858186,5.444051941858186,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.880000000000001,10.0,8.260000000000002,6.0200000000000005,6.0200000000000005,9.24,6.0200000000000005,6.0200000000000005
Coalesce time bw1 [s],10.0,7.2,10.0,2.1,9.940000000000001,2.1,10.0,10.0,10.0,7.2,10.0,10.0,10.0,7.2,10.0,10.0,10.0,7.2,6.264794723351368,3.9866875512235977,3.9866875512235977,2.187622210283714,8.937733338969187,3.5750933355876744,3.5750933355876744,2.3777308670921795,7.601696575533426,3.800848287766713,3.800848287766713,2.276680405065065,6.300000000000001,4.0600000000000005,4.0600000000000005,4.063236477311793,4.063236477311793,4.063236477311793,3.8108363593007297,3.8108363593007297,10.0,9.8,10.0,8.4,9.8,10.0,7.280000000000001,3.9200000000000004,9.8,5.460000000000001,3.9200000000000004,3.9200000000000004,6.16,3.9200000000000004,3.9200000000000004
Coalesce time bw2 [s],10.0,3.6,10.0,1.54,7.420000000000001,1.54,10.0,10.0,6.3,3.6,10.0,10.0,6.3,3.6,10.0,10.0,6.3,3.6,4.55621434425554,2.8476339651597127,2.8476339651597127,1.562587293059796,6.7033000042268895,2.681320001690756,2.681320001690756,1.5851539113947863,5.3211876028733975,3.04067863021337,3.04067863021337,1.821344324052052,4.62,2.9400000000000004,2.9400000000000004,2.9345596780585166,2.9345596780585166,2.9345596780585166,2.722025970929093,2.722025970929093,9.520000000000001,7.280000000000001,9.8,6.300000000000001,7.280000000000001,9.8,5.460000000000001,2.9400000000000004,7.280000000000001,4.0600000000000005,2.9400000000000004,2.9400000000000004,4.62,2.9400000000000004,2.9400000000000004
Coalesce time bw3 [s],5.4,1.8,8.120000000000001,0.9800000000000001,4.9,0.9800000000000001,5.4,5.4,2.7,1.8,6.3,5.4,2.7,1.8,6.3,5.4,2.7,1.8,3.132397361675684,1.9933437756117989,1.9933437756117989,1.093811105141857,4.468866669484593,1.7875466677938372,1.7875466677938372,1.056769274263191,3.800848287766713,1.520339315106685,1.520339315106685,0.910672162026026,3.08,1.9600000000000002,1.9600000000000002,2.0316182386558963,2.0316182386558963,2.0316182386558963,1.6332155825574557,1.6332155825574557,6.300000000000001,4.9,6.44,4.2,4.9,6.44,3.6400000000000006,1.9600000000000002,4.9,2.66,1.9600000000000002,1.9600000000000002,3.08,1.9600000000000002,1.9600000000000002
